Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
48181966,11/17/2020 11:09:38 AM,11/17/2020 11:16:41 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10035,EAST  128 STREET,EAST  128 STREET,EAST  128 STREET,LEXINGTON AVENUE,EAST  128 STREET,LEXINGTON AVENUE,,,,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/17/2020 04:16:45 PM,11 MANHATTAN,,MANHATTAN,"1,001,963","233,039",PHONE,Unspecified,MANHATTAN,,,,,,,,40.806296346686466,-73.9360168931391,"(40.806296346686466, -73.9360168931391)"
48203934,11/20/2020 02:30:43 PM,11/20/2020 02:48:24 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11225,LINCOLN ROAD,LINCOLN ROAD,LINCOLN ROAD,OCEAN AVENUE,LINCOLN ROAD,OCEAN AVENUE,,,,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/20/2020 07:48:27 PM,09 BROOKLYN,,BROOKLYN,"994,567","179,920",PHONE,Unspecified,BROOKLYN,,,,,,,,40.66050953809379,-73.96281426030932,"(40.66050953809379, -73.96281426030932)"
48219283,11/21/2020 02:45:09 PM,11/21/2020 03:24:27 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11375,71-25 113 STREET,113 STREET,71 AVENUE,71 ROAD,71 AVENUE,71 ROAD,,FOREST HILLS,113 STREET,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/21/2020 08:24:32 PM,06 QUEENS,4022480100,QUEENS,"1,029,169","202,647",PHONE,Willow Lake Playground,QUEENS,,,,,,,,40.7227818715844,-73.83794631218952,"(40.7227818715844, -73.83794631218952)"
48185447,11/18/2020 04:24:30 PM,11/18/2020 04:53:18 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10002,160 MADISON STREET,MADISON STREET,PIKE STREET,RUTGERS STREET,PIKE STREET,RUTGERS STREET,,NEW YORK,MADISON STREET,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/18/2020 09:53:21 PM,03 MANHATTAN,1002550001,MANHATTAN,"986,489","198,855",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71248750259453,-73.9919236411543,"(40.71248750259453, -73.9919236411543)"
48189544,11/18/2020 10:45:40 AM,11/18/2020 11:16:47 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11104,42-01 GREENPOINT AVENUE,GREENPOINT AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,,SUNNYSIDE,GREENPOINT AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/18/2020 04:16:50 PM,02 QUEENS,4001740001,QUEENS,"1,005,619","209,075",ONLINE,L/CPL Thomas P. Noonan Jr. Playground,QUEENS,,,,,,,,40.74051338271035,-73.9228868559126,"(40.74051338271035, -73.9228868559126)"
48192084,11/18/2020 02:06:59 PM,11/18/2020 02:13:16 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11226,305 PARKSIDE AVENUE,PARKSIDE AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,,BROOKLYN,PARKSIDE AVENUE,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/18/2020 07:13:20 PM,09 BROOKLYN,3050510001,BROOKLYN,"995,693","178,175",PHONE,Parade Ground,BROOKLYN,,,,,,,,40.65571851333065,-73.95875876095177,"(40.65571851333065, -73.95875876095177)"
48203014,11/19/2020 08:55:18 PM,11/19/2020 10:38:00 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10014,PIER   40,PIER   40,WEST HOUSTON STREET,CLARKSON STREET,WEST HOUSTON STREET,CLARKSON STREET,,NEW YORK,PIER   40,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/20/2020 03:38:04 AM,02 MANHATTAN,1006560001,MANHATTAN,"980,961","205,010",ONLINE,Pier 40,MANHATTAN,,,,,,,,40.729381164611965,-74.01186685055784,"(40.729381164611965, -74.01186685055784)"
48194491,11/19/2020 08:08:29 AM,11/19/2020 08:26:02 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10282,300 NORTH END AVENUE,NORTH END AVENUE,PARK PLACE WEST,WARREN STREET,PARK PLACE WEST,WARREN STREET,,NEW YORK,NORTH END AVENUE,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/19/2020 01:26:06 PM,01 MANHATTAN,1000167519,MANHATTAN,"980,143","200,326",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.716524376242766,-74.01481537064902,"(40.716524376242766, -74.01481537064902)"
48194492,11/19/2020 07:50:20 PM,11/19/2020 09:46:58 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11104,41-15 SKILLMAN AVENUE,SKILLMAN AVENUE,41 STREET,42 STREET,41 STREET,42 STREET,,SUNNYSIDE,SKILLMAN AVENUE,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/20/2020 02:47:01 AM,02 QUEENS,4001830289,QUEENS,"1,005,747","211,470",ONLINE,Torsney Playground,QUEENS,,,,,,,,40.74708674642574,-73.92241729490974,"(40.74708674642574, -73.92241729490974)"
48195277,11/19/2020 10:48:17 AM,11/19/2020 11:16:34 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Street/Curbside,11223,2099 MCDONALD AVENUE,MCDONALD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,MCDONALD AVENUE,,Closed,,The issue has been inspected and the offending party has been confronted and informed of their wrongdoing. The situation has been remedied.,11/19/2020 04:16:38 PM,15 BROOKLYN,3071040017,BROOKLYN,"991,846","158,287",PHONE,Unspecified,BROOKLYN,,,,,,,,40.60113428219098,-73.97264595485817,"(40.60113428219098, -73.97264595485817)"
48201590,11/19/2020 09:39:33 AM,11/19/2020 10:13:02 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Street/Curbside,11212,1555 LINDEN BOULEVARD,LINDEN BOULEVARD,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,,BROOKLYN,LINDEN BOULEVARD,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/19/2020 03:13:07 PM,16 BROOKLYN,3038680002,BROOKLYN,"1,011,209","178,092",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65545705224657,-73.90283855694025,"(40.65545705224657, -73.90283855694025)"
48221552,11/21/2020 11:09:55 AM,11/21/2020 11:24:46 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,,NEW YORK,5 AVENUE,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/21/2020 04:24:48 PM,64 MANHATTAN,1011110001,MANHATTAN,"994,623","222,956",ONLINE,Central Park,MANHATTAN,,,,,,,,40.77863290127972,-73.96254609596876,"(40.77863290127972, -73.96254609596876)"
48222340,11/22/2020 08:46:47 AM,11/22/2020 09:04:26 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11362,251-02 61 AVENUE,61 AVENUE,251 STREET,255 STREET,251 STREET,255 STREET,,LITTLE NECK,61 AVENUE,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/22/2020 02:04:29 PM,11 QUEENS,4083630001,QUEENS,"1,059,825","215,371",ONLINE,Unspecified,QUEENS,,,,,,,,40.75749713892082,-73.727206678959,"(40.75749713892082, -73.727206678959)"
48222341,11/22/2020 06:42:04 PM,11/22/2020 07:59:32 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11434,BAISLEY POND PARK,BAISLEY POND PARK,155 STREET,157 STREET,155 STREET,157 STREET,,JAMAICA,BAISLEY POND PARK,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/23/2020 12:59:36 AM,12 QUEENS,4122300001,QUEENS,"1,043,749","185,649",ONLINE,Baisley Pond Park,QUEENS,,,,,,,,40.67604042219953,-73.78549658715613,"(40.67604042219953, -73.78549658715613)"
48222912,11/22/2020 10:45:02 AM,11/22/2020 11:58:56 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Street/Curbside,10012,LAFAYETTE STREET,LAFAYETTE STREET,KENMARE STREET,CLEVELAND PLACE,KENMARE STREET,CLEVELAND PLACE,,,,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/22/2020 04:59:00 PM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
48245632,11/24/2020 02:31:42 PM,11/24/2020 03:27:53 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11004,73-80 260 STREET,260 STREET,,74 AVENUE,,74 AVENUE,,GLEN OAKS,260 STREET,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/24/2020 03:27:47 PM,13 QUEENS,4084450001,QUEENS,"1,063,051","212,206",ONLINE,Glen Oaks Oval,QUEENS,,,,,,,,40.74878189911846,-73.71559937433703,"(40.74878189911846, -73.71559937433703)"
48241432,11/24/2020 01:18:26 PM,11/24/2020 01:50:18 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10034,269 DYCKMAN STREET,DYCKMAN STREET,PAYSON AVENUE,HENSHAW STREET,PAYSON AVENUE,HENSHAW STREET,,NEW YORK,DYCKMAN STREET,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/24/2020 01:50:14 PM,12 MANHATTAN,1022552000,MANHATTAN,"1,003,940","255,093",PHONE,Inwood Hill Park,MANHATTAN,,,,,,,,40.86682398380518,-73.92881081177171,"(40.86682398380518, -73.92881081177171)"
48203935,11/20/2020 02:53:44 PM,11/20/2020 03:16:56 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10024,75 RIVERSIDE DRIVE,RIVERSIDE DRIVE,HENRY HUDSON PKWY NB ET   10 A,WEST   80 STREET,HENRY HUDSON PKWY NB ET   10 A,WEST   80 STREET,,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/20/2020 08:16:59 PM,07 MANHATTAN,1012440029,MANHATTAN,"989,179","225,415",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7853869159977,-73.98220100111536,"(40.7853869159977, -73.98220100111536)"
48205034,11/20/2020 08:09:51 AM,11/20/2020 09:08:26 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10305,JOYCE STREET,JOYCE STREET,JOYCE STREET,SEAVER AVENUE,JOYCE STREET,SEAVER AVENUE,,,,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/20/2020 02:08:32 PM,02 STATEN ISLAND,,STATEN ISLAND,"957,301","151,897",PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.583557305791615,-74.09702083843362,"(40.583557305791615, -74.09702083843362)"
48205105,11/20/2020 09:20:51 PM,11/20/2020 09:43:37 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10005,28 LIBERTY STREET,LIBERTY STREET,WILLIAM STREET,NASSAU STREET,WILLIAM STREET,NASSAU STREET,,NEW YORK,LIBERTY STREET,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/21/2020 02:43:42 AM,01 MANHATTAN,1000440001,MANHATTAN,"981,819","197,262",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70811504503357,-74.00876835217178,"(40.70811504503357, -74.00876835217178)"
48207559,11/20/2020 09:56:43 AM,11/20/2020 10:01:47 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10128,203 EAST   92 STREET,EAST   92 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,EAST   92 STREET,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/20/2020 03:01:50 PM,08 MANHATTAN,1015387501,MANHATTAN,"997,834","224,380",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78253705208914,-73.9509492263382,"(40.78253705208914, -73.9509492263382)"
48207659,11/20/2020 01:44:03 PM,11/20/2020 02:24:47 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10309,299 BLOOMINGDALE ROAD,BLOOMINGDALE ROAD,ENGLEWOOD AVENUE,HARGOLD AVENUE,ENGLEWOOD AVENUE,HARGOLD AVENUE,,STATEN ISLAND,BLOOMINGDALE ROAD,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/20/2020 07:24:51 PM,03 STATEN ISLAND,5070100001,STATEN ISLAND,"923,704","133,010",ONLINE,Bloomingdale Park,STATEN ISLAND,,,,,,,,40.53155047374847,-74.21780614219914,"(40.53155047374847, -74.21780614219914)"
48207660,11/20/2020 02:24:16 PM,11/20/2020 02:28:23 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10019,11 AVENUE,11 AVENUE,11 AVENUE,WEST   54 STREET,11 AVENUE,WEST   54 STREET,,,,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/20/2020 07:28:26 PM,04 MANHATTAN,,MANHATTAN,"986,243","219,219",PHONE,Unspecified,MANHATTAN,,,,,,,,40.76838167671553,-73.99280496108307,"(40.76838167671553, -73.99280496108307)"
48208671,11/20/2020 10:20:21 AM,11/20/2020 10:22:43 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10010,SCHOOL OF THE FUTURE,SCHOOL OF THE FUTURE,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,,NEW YORK,SCHOOL OF THE FUTURE,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/20/2020 03:22:45 PM,05 MANHATTAN,1008780016,MANHATTAN,"988,298","208,543",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73907806480874,-73.98539251982214,"(40.73907806480874, -73.98539251982214)"
48212304,11/20/2020 03:45:02 PM,11/20/2020 03:56:42 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11362,61-07 251 STREET,251 STREET,61 AVENUE,63 AVENUE,61 AVENUE,63 AVENUE,,LITTLE NECK,251 STREET,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/20/2020 08:56:46 PM,11 QUEENS,4083630001,QUEENS,"1,059,699","215,253",PHONE,Unspecified,QUEENS,,,,,,,,40.757174336704274,-73.72766280615724,"(40.757174336704274, -73.72766280615724)"
48212314,11/20/2020 04:21:09 PM,11/20/2020 04:27:01 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10314,WESTERLEIGH PARK,WESTERLEIGH PARK,MAINE AVENUE,GARRISON AVENUE,MAINE AVENUE,GARRISON AVENUE,,STATEN ISLAND,WESTERLEIGH PARK,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/20/2020 09:27:03 PM,01 STATEN ISLAND,5004020001,STATEN ISLAND,"946,904","165,168",ONLINE,Westerleigh Park,STATEN ISLAND,,,,,,,,40.619945757109186,-74.1345250735437,"(40.619945757109186, -74.1345250735437)"
48219850,11/21/2020 09:34:58 PM,11/21/2020 09:43:47 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10009,144 AVENUE A,AVENUE A,ST MARKS PLACE,EAST    9 STREET,ST MARKS PLACE,EAST    9 STREET,,NEW YORK,AVENUE A,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/22/2020 02:43:51 AM,03 MANHATTAN,1004030001,MANHATTAN,"989,042","204,204",PHONE,Tompkins Square Park,MANHATTAN,,,,,,,,40.72716820472698,-73.98271083621445,"(40.72716820472698, -73.98271083621445)"
48052849,11/02/2020 07:57:46 PM,11/02/2020 07:57:47 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11415,80-30 PARK LANE,PARK LANE,FOREST PARK DRIVE,80 ROAD,FOREST PARK DRIVE,80 ROAD,,KEW GARDENS,PARK LANE,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/03/2020 12:57:50 AM,82 QUEENS,4033122000,QUEENS,"1,029,953","198,339",ONLINE,Forest Park,QUEENS,,,,,,,,40.71095344959411,-73.83514714122289,"(40.71095344959411, -73.83514714122289)"
48240348,11/24/2020 05:18:29 AM,11/24/2020 11:01:53 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10009,144 AVENUE A,AVENUE A,ST MARKS PLACE,EAST    9 STREET,ST MARKS PLACE,EAST    9 STREET,,NEW YORK,AVENUE A,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/24/2020 11:01:31 AM,03 MANHATTAN,1004030001,MANHATTAN,"989,042","204,204",ONLINE,Tompkins Square Park,MANHATTAN,,,,,,,,40.72716820472698,-73.98271083621445,"(40.72716820472698, -73.98271083621445)"
48071800,11/05/2020 12:00:08 PM,11/05/2020 12:00:08 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11223,2099 MC DONALD AVENUE,MC DONALD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,MCDONALD AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/05/2020 05:00:13 PM,15 BROOKLYN,3071040017,BROOKLYN,"991,846","158,287",PHONE,McDonald Playground,BROOKLYN,,,,,,,,40.60113428219098,-73.97264595485817,"(40.60113428219098, -73.97264595485817)"
48075309,11/05/2020 06:28:04 PM,11/05/2020 06:28:04 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10314,150 MELVIN AVENUE,MELVIN AVENUE,VICTORY BOULEVARD,WILD AVENUE,VICTORY BOULEVARD,WILD AVENUE,,STATEN ISLAND,MELVIN AVENUE,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/05/2020 11:28:08 PM,02 STATEN ISLAND,5026360055,STATEN ISLAND,"931,433","154,694",ONLINE,Schmul Park,STATEN ISLAND,,,,,,,,40.591118111362015,-74.1901715388558,"(40.591118111362015, -74.1901715388558)"
48079888,11/05/2020 09:50:09 PM,11/05/2020 11:27:26 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11102,28-37 30 AVENUE,30 AVENUE,27 STREET,29 STREET,27 STREET,29 STREET,,ASTORIA,30 AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/06/2020 04:27:30 AM,01 QUEENS,,QUEENS,"1,005,395","219,077",ONLINE,Unspecified,QUEENS,,,,,,,,40.767966859946135,-73.92366373839644,"(40.767966859946135, -73.92366373839644)"
48030821,11/01/2020 04:13:31 PM,11/01/2020 04:13:31 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10467,3545 JEROME AVENUE,JEROME AVENUE,BAINBRIDGE AVENUE,MAJOR DEEGAN EXPWY ET   13 NB,BAINBRIDGE AVENUE,MAJOR DEEGAN EXPWY ET   13 NB,,BRONX,JEROME AVENUE,,Closed,,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,11/01/2020 09:13:35 PM,26 BRONX,2059000001,BRONX,"1,017,789","263,252",ONLINE,Van Cortlandt Park,BRONX,,,,,,,,40.889176136507665,-73.87869895902735,"(40.889176136507665, -73.87869895902735)"
48089323,11/06/2020 03:05:06 PM,11/06/2020 03:09:13 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10463,660 WEST  235 STREET,WEST  235 STREET,INDEPENDENCE AVENUE,DOUGLAS AVENUE,INDEPENDENCE AVENUE,DOUGLAS AVENUE,,BRONX,WEST  235 STREET,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/06/2020 08:09:16 PM,08 BRONX,,BRONX,"1,007,787","262,280",ONLINE,Spuyten Duyvil Playground,BRONX,,,,,,,,40.8865406499795,-73.91487674191704,"(40.8865406499795, -73.91487674191704)"
48068344,11/04/2020 10:52:46 PM,11/04/2020 10:52:47 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11379,71-01 JUNIPER BLVD SOUTH,JUNIPER BLVD SOUTH,71 STREET,72 STREET,71 STREET,72 STREET,,MIDDLE VILLAGE,JUNIPER BOULEVARD SOUTH,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/05/2020 03:52:51 AM,05 QUEENS,4029600002,QUEENS,"1,016,375","200,734",ONLINE,Juniper Valley Park,QUEENS,,,,,,,,40.717586865277504,-73.88411212421667,"(40.717586865277504, -73.88411212421667)"
48049173,11/02/2020 12:44:28 PM,11/02/2020 12:44:28 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11223,2099 MC DONALD AVENUE,MC DONALD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,MCDONALD AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/02/2020 05:44:32 PM,15 BROOKLYN,3071040017,BROOKLYN,"991,846","158,287",PHONE,McDonald Playground,BROOKLYN,,,,,,,,40.60113428219098,-73.97264595485817,"(40.60113428219098, -73.97264595485817)"
48090597,11/07/2020 03:29:38 PM,11/07/2020 04:09:57 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10025,RIVERSIDE DRIVE,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  107 STREET,RIVERSIDE DRIVE,WEST  107 STREET,,,,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/07/2020 09:10:01 PM,07 MANHATTAN,,MANHATTAN,"992,677","231,810",UNKNOWN,Riverside Park,MANHATTAN,,,,,,,,40.80293681676738,-73.96956142995137,"(40.80293681676738, -73.96956142995137)"
48084379,11/06/2020 02:44:55 PM,11/06/2020 02:56:39 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11365,164-01 BOOTH MEMORIAL AVENUE,BOOTH MEMORIAL AVENUE,164 STREET,FRESH MEADOW LANE,164 STREET,FRESH MEADOW LANE,,FRESH MEADOWS,BOOTH MEMORIAL AVENUE,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/06/2020 07:56:50 PM,07 QUEENS,,QUEENS,"1,038,543","209,732",PHONE,Kissena Park,QUEENS,,,,,,,,40.74217584266615,-73.80407078709295,"(40.74217584266615, -73.80407078709295)"
48044442,11/03/2020 11:08:29 AM,11/03/2020 11:08:29 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11436,130 AVENUE,130 AVENUE,130 AVENUE,150 STREET,130 AVENUE,150 STREET,,,,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/03/2020 04:08:34 PM,12 QUEENS,,QUEENS,"1,042,830","183,382",ONLINE,Baisley Pond Park,QUEENS,,,,,,,,40.66982416323186,-73.78882941858774,"(40.66982416323186, -73.78882941858774)"
48057206,11/03/2020 10:27:00 AM,11/03/2020 10:27:00 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10306,93 ELMIRA STREET,ELMIRA STREET,GUYON AVENUE,ADELAIDE AVENUE,GUYON AVENUE,ADELAIDE AVENUE,,STATEN ISLAND,ELMIRA STREET,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/03/2020 03:27:04 PM,03 STATEN ISLAND,,STATEN ISLAND,"949,974","144,022",ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.561916689963304,-74.12335928816863,"(40.561916689963304, -74.12335928816863)"
48058001,11/03/2020 10:05:55 AM,11/03/2020 10:05:55 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10002,JOHN V LINDSAY EAST RIVER PARK,JOHN V LINDSAY EAST RIVER PARK,BEND,E HOUSTON STREET PEDESTRIAN OVPS,BEND,E HOUSTON STREET PEDESTRIAN OVPS,,NEW YORK,JOHN V LINDSAY PARK,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/03/2020 03:06:00 PM,03 MANHATTAN,1003160200,MANHATTAN,"990,855","199,338",PHONE,John V. Lindsay East River Park,MANHATTAN,,,,,,,,40.713811040292896,-73.97617444840935,"(40.713811040292896, -73.97617444840935)"
48059532,11/03/2020 08:54:28 PM,11/03/2020 08:54:29 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11415,80-30 PARK LANE,PARK LANE,FOREST PARK DRIVE,80 ROAD,FOREST PARK DRIVE,80 ROAD,,KEW GARDENS,PARK LANE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/04/2020 01:54:33 AM,82 QUEENS,4033122000,QUEENS,"1,029,953","198,339",ONLINE,Forest Park,QUEENS,,,,,,,,40.71095344959411,-73.83514714122289,"(40.71095344959411, -73.83514714122289)"
48059533,11/03/2020 11:20:58 AM,11/03/2020 11:20:58 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11355,142-30 BARCLAY AVENUE,BARCLAY AVENUE,UNION STREET,BOWNE STREET,UNION STREET,BOWNE STREET,,FLUSHING,BARCLAY AVENUE,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/03/2020 04:21:05 PM,07 QUEENS,4050470001,QUEENS,"1,032,778","215,736",ONLINE,Bowne Playground,QUEENS,,,,,,,,40.7586887870978,-73.82483177581406,"(40.7586887870978, -73.82483177581406)"
48060877,11/03/2020 12:16:09 PM,11/03/2020 12:16:09 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11223,2099 MC DONALD AVENUE,MC DONALD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,MCDONALD AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/03/2020 05:16:14 PM,15 BROOKLYN,3071040017,BROOKLYN,"991,846","158,287",ONLINE,McDonald Playground,BROOKLYN,,,,,,,,40.60113428219098,-73.97264595485817,"(40.60113428219098, -73.97264595485817)"
